entity,invoice_number,invoice_date,year,item_code,quantity,contact_raw,contact_canonical,status,account_raw,product_line,net,is_product_revenue,is_intra_group,description,item_description,category,category_source
SRND Group Ltd,#SR241195,2025-06-03,2025,,,clic2control limited,clic2control limited,Receivable Invoice,Sales - Materials - Projectors,Projectors,5362.5,1,0,clic2control limited - EN66 - Ultra Wide Angle Zoom Lens option (0.80-1.21),EN66 - Ultra Wide Angle Zoom Lens option (0.80-1.21),Projectors,account
SRND Group Ltd,#SR241195,2025-06-03,2025,,,clic2control limited,clic2control limited,Receivable Invoice,Sales - Materials - Projectors,Projectors,12675.0,1,0,clic2control limited - Bragi Cinema Cinemascope Projector,Bragi Cinema Cinemascope Projector,Projectors,account
SRND Group Ltd,#SR241056,2024-06-20,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Screen Walls,Screen Walls,8296.8,1,0,Community UK Limited - T/A CUK Group - SRND-Screen Wall,SRND-Screen Wall,Screen Walls,account
SRND Group Ltd,#SR241056,2024-06-20,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,14968.6,1,0,"Community UK Limited - T/A CUK Group - Fabric Walls - side, rear and front wall panels. Based on Madrid fin design with six fins and five LED runs across walls and ceiling. Premium fabric. Includes additional metal required","Fabric Walls - side, rear and front wall panels. Based on Madrid fin design with six fins and five LED runs across walls and ceiling. Premium fabric. Includes additional metal required",Metal Fabric Track,account
SRND Group Ltd,#SR241056,2024-06-20,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,8085.0,1,0,"Community UK Limited - T/A CUK Group - Fabric Wall panels for ceiling, with six fins. Premium fabric.","Fabric Wall panels for ceiling, with six fins. Premium fabric.",Metal Fabric Track,account
SRND Group Ltd,#SR241056,2024-06-20,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - LED Tape,LED Tape,5397.92,1,0,"Community UK Limited - T/A CUK Group - Populated Dynamic LED profile for wall and ceiling panels inc LED hardware - Advatek control box, 5 x 350W PSUs and 100m drum of link cable.","Populated Dynamic LED profile for wall and ceiling panels inc LED hardware - Advatek control box, 5 x 350W PSUs and 100m drum of link cable.",LED Tape,account
SRND Group Ltd,#SR241056,2024-06-20,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Speakers,Speakers,1500.0,1,0,Community UK Limited - T/A CUK Group - Brackets for in-wall speakers,Brackets for in-wall speakers,Speakers,account
SRND Group Ltd,#SR241072,2024-08-07,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,15771.95,1,0,Community UK Limited - T/A CUK Group - Acoustically transparent Fabric Walls panels in Premium Camira Blazer Chichester. Full aluminium frame system to structure panels off walls.,Acoustically transparent Fabric Walls panels in Premium Camira Blazer Chichester. Full aluminium frame system to structure panels off walls.,Metal Fabric Track,account
SRND Group Ltd,#SR241072,2024-08-07,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Screen Walls,Screen Walls,750.0,1,0,Community UK Limited - T/A CUK Group - Screen structural mounting frame.750,Screen structural mounting frame.750,Screen Walls,account
SRND Group Ltd,#SR241072,2024-08-07,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - Metal Fabric Track,Metal Fabric Track,1650.0,1,0,"Community UK Limited - T/A CUK Group - Full wooden panelling with moulded detailing, fitted to frame structure. Including skirting board. Provided in primed finish.","Full wooden panelling with moulded detailing, fitted to frame structure. Including skirting board. Provided in primed finish.",Metal Fabric Track,account
SRND Group Ltd,#SR241072,2024-08-07,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - LED Tape,LED Tape,1849.98,1,0,"Community UK Limited - T/A CUK Group - Wall lights - Josie Gold leaf/Black, complete with wall pattresses for mounting wall lights.","Wall lights - Josie Gold leaf/Black, complete with wall pattresses for mounting wall lights.",LED Tape,account
SRND Group Ltd,#SR241072,2024-08-07,2024,,,Community UK Limited - T/A CUK Group,Community UK Limited - T/A CUK Group,Receivable Invoice,Sales - Materials - LED Tape,LED Tape,1450.02,1,0,"Community UK Limited - T/A CUK Group - Low level LED pinhole lights inc dimmable drivers, intergration of fittings in panelling and wiring.","Low level LED pinhole lights inc dimmable drivers, intergration of fittings in panelling and wiring.",LED Tape,account
SRND Group Ltd,#SR241164,2025-04-07,2025,,,Concept Electrical Installations SL,Concept Electrical Installations SL,Receivable Invoice,SRND Store Sales,SRND Store Sales,525.3,1,0,Concept Electrical Installations SL - PixLite® A4-S Mk3,PixLite® A4-S Mk3,LED Control and Power,description-rule
SRND Group Ltd,#SR241042,2024-04-29,2024,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projectors,Projectors,22750.0,1,0,Sigournney Dean - Barco Balder Cinemascope Cinema Projector - EN63 - Wide Angle Zoom Lens option (1.20-1.70),Barco Balder Cinemascope Cinema Projector - EN63 - Wide Angle Zoom Lens option (1.20-1.70),Projectors,account
SRND Group Ltd,#SR241069,2024-07-31,2024,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,360.0,1,0,Cornflake - PHG-1-C Glass only 250x300x6mm,PHG-1-C Glass only 250x300x6mm,Port holes & glass,description-rule
SRND Group Ltd,#SR241087,2024-09-16,2024,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,2331.0,1,0,Cornflake - Frontier,Frontier,Projection Screens,account
SRND Group Ltd,#SR241087,2024-09-16,2024,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,2118.6,1,0,Cornflake - Projector Port Hole (Double Glazed),Projector Port Hole (Double Glazed),Projector Mounts,account
SRND Group Ltd,#SR241087,2024-09-16,2024,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1560.0,1,0,Cornflake - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,account
SRND Group Ltd,#SR241108,2024-11-08,2024,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,667.22,1,0,Cornflake - PHG-1-C glass only 809 x 187mm,PHG-1-C glass only 809 x 187mm,Port holes & glass,description-rule
SRND Group Ltd,#SR241133,2025-01-29,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,390.0,1,0,Cornflake - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,account
SRND Group Ltd,#SR241133,2025-01-29,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1950.0,1,0,Cornflake - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,account
SRND Group Ltd,#SR241133,2025-01-29,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Airflow,Airflow,2046.0,1,0,Cornflake - Mistral-200 Inline Fan,Mistral-200 Inline Fan,Airflow,account
SRND Group Ltd,#SR241133,2025-01-29,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Airflow,Airflow,730.8,1,0,Cornflake - Mistral Commander - Fan Controller 2 Zone,Mistral Commander - Fan Controller 2 Zone,Airflow,account
SRND Group Ltd,#SR241133,2025-01-29,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,3884.4,1,0,Cornflake - Hush Box - Medium - Left and Rear (L) / 200mm,Hush Box - Medium - Left and Rear (L) / 200mm,Projector Mounts,account
SRND Group Ltd,#SR241144,2025-02-21,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,353.4,1,0,Sigournney Dean - DT-IS-ATP-300 (image size: 2895mm wide x 1607mm high),DT-IS-ATP-300 (image size: 2895mm wide x 1607mm high),Image surfaces,description-rule
SRND Group Ltd,#SR241144,2025-02-21,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,424.2,1,0,Sigournney Dean - DT-IS-ATP-330 (image size: 3190mm wide x 1792mm high),DT-IS-ATP-330 (image size: 3190mm wide x 1792mm high),Image surfaces,description-rule
SRND Group Ltd,#SR241168,2025-04-15,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,12747.6,1,0,Cornflake - Dynamic 2s - Side Masking Screen - (D#I8JQPUG),Dynamic 2s - Side Masking Screen - (D#I8JQPUG),Projection Screens,account
SRND Group Ltd,#SR241168,2025-04-15,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1765.8,1,0,Cornflake - Projector Port Hole (Single Glazed),Projector Port Hole (Single Glazed),Projector Mounts,account
SRND Group Ltd,#SR241180,2025-05-13,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,120.0,1,0,Cornflake - Dynamic 2S tension bands set of 2,Dynamic 2S tension bands set of 2,Screen accessories,description-rule
SRND Group Ltd,#SR241194,2025-05-28,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projectors,Projectors,7261.36,1,0,Cornflake - R7681362K BME K ICMP-X IMB/SDI,R7681362K BME K ICMP-X IMB/SDI,Projectors,account
SRND Group Ltd,#SR241194,2025-05-28,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projectors,Projectors,745.12,1,0,Cornflake - R9802213 DP2K-6E 465W LAMP WITH HOUSING,R9802213 DP2K-6E 465W LAMP WITH HOUSING,Projectors,account
SRND Group Ltd,#SR241194,2025-05-28,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Services - On Site Services,On Site Services,4800.0,1,0,Cornflake - 10915 Installation Support Services (DAY),10915 Installation Support Services (DAY),On Site Services,account
SRND Group Ltd,#SR241194,2025-06-25,2025,,,Cornflake,Cornflake,Receivable Credit Note,SRND Store Sales,SRND Store Sales,-3200.0,1,0,Cornflake - 10915 Installation Support Services (DAY) - No Restock Item,10915 Installation Support Services (DAY) - No Restock Item,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241202,2025-06-25,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projectors,Projectors,26674.7,1,0,Cornflake - Heimdall Cinemascope Cinema Projector,Heimdall Cinemascope Cinema Projector,Projectors,account
SRND Group Ltd,#SR241202,2025-06-25,2025,,,Cornflake,Cornflake,Receivable Invoice,Sales - Materials - Projectors,Projectors,4062.5,1,0,Cornflake - EN63 - Wide Angle Zoom Lens option (1.20-1.70),EN63 - Wide Angle Zoom Lens option (1.20-1.70),Projectors,account
SRND Group Ltd,#SR241239,2025-09-29,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,3791.08,1,0,Cornflake - Mad VR Envy Core,Mad VR Envy Core,Video Processors,description-rule
SRND Group Ltd,#SR241239,2025-09-29,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1000.0,1,0,Cornflake - Commissioning Support - SRND Display Products,Commissioning Support - SRND Display Products,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,10684.16,1,0,Cornflake - Dynamic 2s - Side Masking Screen - (D#WE2JF10),Dynamic 2s - Side Masking Screen - (D#WE2JF10),Masking screens,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1775.66,1,0,Cornflake - Projector Port Hole (Double Glazed),Projector Port Hole (Double Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,905.18,1,0,Cornflake - MAG Theatron M12-L,MAG Theatron M12-L,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,905.18,1,0,Cornflake - MAG Theatron M12-C,MAG Theatron M12-C,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,905.18,1,0,Cornflake - MAG Theatron M12-R,MAG Theatron M12-R,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1709.78,1,0,Cornflake - MAG Theatron CS-44 - Black,MAG Theatron CS-44 - Black,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,754.31,1,0,Cornflake - MAG Theatron S6 - Black,MAG Theatron S6 - Black,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,2514.4,1,0,Cornflake - MAG Theatron CS6 white,MAG Theatron CS6 white,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1584.07,1,0,Cornflake - MAG Theatron Hammer-12,MAG Theatron Hammer-12,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1508.64,1,0,Cornflake - MAG Theatron Slim-100 subwoofer,MAG Theatron Slim-100 subwoofer,Speakers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,3645.88,1,0,Cornflake - Pro-Fi PF-A-16-700D 16 channels amplifier,Pro-Fi PF-A-16-700D 16 channels amplifier,Audio Amplifiers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1382.92,1,0,Cornflake - Pro-Fi PF-A-4-350D 4 channels amplifier,Pro-Fi PF-A-4-350D 4 channels amplifier,Audio Amplifiers,description-rule
SRND Group Ltd,#SR241255,2025-11-11,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,838.14,1,0,Cornflake - SRND Reference Audio Calibration Services,SRND Reference Audio Calibration Services,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1100.0,1,0,Cornflake - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1000.0,1,0,Cornflake - CS6 Custom Isolation Bracket,CS6 Custom Isolation Bracket,Sound Isolation,description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,1000.0,1,0,Cornflake - CS44 Custom Isolation Bracket,CS44 Custom Isolation Bracket,Sound Isolation,description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,500.0,1,0,Cornflake - S6 Custom Isolation Bracket,S6 Custom Isolation Bracket,Sound Isolation,description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,750.0,1,0,Cornflake - M12 Custom Isolation Bracket,M12 Custom Isolation Bracket,Sound Isolation,description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,750.0,1,0,Cornflake - H12 Custom Isolation Bracket,H12 Custom Isolation Bracket,Sound Isolation,description-rule
SRND Group Ltd,#SR241260,2025-11-27,2025,,,Cornflake,Cornflake,Receivable Invoice,SRND Store Sales,SRND Store Sales,500.0,1,0,Cornflake - S-110 Custom Isolation Mount,S-110 Custom Isolation Mount,Sound Isolation,description-rule
SRND Group Ltd,#SR241012,2024-02-23,2024,,,cornfllake,cornfllake,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,14689.8,1,0,cornfllake - DT-DYN-4-4000-2.37-IS-ATS,DT-DYN-4-4000-2.37-IS-ATS,Projection Screens,account
SRND Group Ltd,#SR241012,2024-02-23,2024,,,cornfllake,cornfllake,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,921.0,1,0,cornfllake - Porthole glass only - 550 x 350 x 6 mm,Porthole glass only - 550 x 350 x 6 mm,Projector Mounts,account
SRND Group Ltd,#SR241139,2025-02-15,2025,,,Cotswolds AV Limited,Cotswolds AV Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,2040.0,1,0,Cotswolds AV Limited - MAG Theatron Hammer-15,MAG Theatron Hammer-15,Speakers,description-rule
SRND Group Ltd,#SR241146,2025-02-25,2025,,,Custom Sight & Sound Ltd,Custom Sight & Sound Ltd,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1827.0,1,0,Custom Sight & Sound Ltd - Vertical Projector Mirror Mount,Vertical Projector Mirror Mount,Projector Mounts,account
SRND Group Ltd,#SR241146,2025-02-25,2025,,,Custom Sight & Sound Ltd,Custom Sight & Sound Ltd,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1765.8,1,0,Custom Sight & Sound Ltd - Projector Port Hole (Single Glazed),Projector Port Hole (Single Glazed),Projector Mounts,account
SRND Group Ltd,#SR241026,2024-04-02,2024,,,Daniel Crick,Daniel Crick,Receivable Invoice,Sales - Materials - Plastic Fabric Track,Plastic Fabric Track,290.0,1,0,Daniel Crick - Fabric Walls Tool - Set,Fabric Walls Tool - Set,Plastic Fabric Track,account
SRND Group Ltd,#SR241112,2024-11-20,2024,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,1051.56,1,0,De Opera Domotica - PixLite® A4-S Mk3,PixLite® A4-S Mk3,LED Control and Power,description-rule
SRND Group Ltd,#SR241152,2025-03-17,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1859.99,1,0,De Opera Domotica - Vertical Projector Mirror Mount,Vertical Projector Mirror Mount,Projector Mounts,account
SRND Group Ltd,#SR241152,2025-03-17,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,590.08,1,0,De Opera Domotica - PHG-1-C glass only. 235 x 500mm,PHG-1-C glass only. 235 x 500mm,Projector Mounts,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Other Revenue,Other Revenue,606.53,0,0,De Opera Domotica - SPAT-SET-P Spatial space map creation - Up to 64 channels,SPAT-SET-P Spatial space map creation - Up to 64 channels,Other Revenue,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - Speakers,Speakers,849.16,1,0,De Opera Domotica - Pro-Fi -Dot 1 - Surface Mount - Single driver point source microspeaker - Requires 1 channel DSP Amp - 200-15Hz - 85dB,Pro-Fi -Dot 1 - Surface Mount - Single driver point source microspeaker - Requires 1 channel DSP Amp - 200-15Hz - 85dB,Speakers,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - Speakers,Speakers,5822.72,1,0,De Opera Domotica - Pro-Fi -Dash 2 - Surface Mount - Dual driver line source microspeaker - Requires 1 channel DSP Amp - 200-15Hz - 91dB,Pro-Fi -Dash 2 - Surface Mount - Dual driver line source microspeaker - Requires 1 channel DSP Amp - 200-15Hz - 91dB,Speakers,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - Speakers,Speakers,1455.68,1,0,De Opera Domotica - Pro-Fi -Boxer 1 - Surface Mount - Microsubwoofer - Requires 1 channel DSP Amp - 40-250Hz - 100dB,Pro-Fi -Boxer 1 - Surface Mount - Microsubwoofer - Requires 1 channel DSP Amp - 40-250Hz - 100dB,Speakers,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - Audio Amplfiers,Audio Amplfiers,5094.88,1,0,De Opera Domotica - 2 x 40W - 1 x80W DSP Amplifier - POE,2 x 40W - 1 x80W DSP Amplifier - POE,Audio Amplifiers,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - LED Profile,LED Profile,2350.32,1,0,De Opera Domotica - 50mm x 35mm Surface Mount Profile - Black Anodised Profile - Black Diffusor up to 3m - Populated with RGBW Pixel LED and Terminated with Tails,50mm x 35mm Surface Mount Profile - Black Anodised Profile - Black Diffusor up to 3m - Populated with RGBW Pixel LED and Terminated with Tails,LED Profile,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - LED Control and Power,LED Control and Power,520.61,1,0,De Opera Domotica - PixLite® A4-S Mk3,PixLite® A4-S Mk3,LED Control and Power,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - LED Control and Power,LED Control and Power,485.24,1,0,De Opera Domotica - Meanwell 12V - 350w (UHP-350-12),Meanwell 12V - 350w (UHP-350-12),LED Control and Power,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - LED Control and Power,LED Control and Power,6065.31,1,0,De Opera Domotica - Poet Partner Demo Set,Poet Partner Demo Set,LED Control and Power,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - LED Control and Power,LED Control and Power,379.08,1,0,De Opera Domotica - Light Jams Lighting Content and Control Software - Up to 48 DMX Universes - Perpetual License,Light Jams Lighting Content and Control Software - Up to 48 DMX Universes - Perpetual License,LED Control and Power,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Services - Project Design,Project Design,505.44,1,0,De Opera Domotica - Light Jams pixel layout for one rectangular room up to 64 DMX Universes,Light Jams pixel layout for one rectangular room up to 64 DMX Universes,Project Design,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Other Revenue,Other Revenue,1010.88,0,0,De Opera Domotica - Atmosphere Hospitality Complete - Annual License,Atmosphere Hospitality Complete - Annual License,Other Revenue,account
SRND Group Ltd,#SR241173,2025-04-29,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,Sales - Materials - LED Tape,LED Tape,818.8,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,account
SRND Group Ltd,#SR241213,2025-07-17,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,929.43,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,#SR241234,2025-09-12,2025,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,367.2,1,0,De Opera Domotica - 2 x 40W - 1 x80W Compact DSP Amplifier - Dante Input - POE - For distributed applications,2 x 40W - 1 x80W Compact DSP Amplifier - Dante Input - POE - For distributed applications,Audio Amplifiers,description-rule
SRND Group Ltd,#SR241278,2026-01-12,2026,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,7745.0,1,0,De Opera Domotica - Ultrasuede LX - GC1 - Ashphalt,Ultrasuede LX - GC1 - Ashphalt,Fabrics,description-rule
SRND Group Ltd,#SR241285,2026-02-04,2026,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,3390.42,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,#SR241322,2026-05-04,2026,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,206.34,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,#SR241336,2026-05-27,2026,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,929.43,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,#SR241358,2026-06-29,2026,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,516.35,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,#SR241375,2026-08-01,2026,,,De Opera Domotica,De Opera Domotica,Receivable Invoice,SRND Store Sales,SRND Store Sales,309.81,1,0,De Opera Domotica - Pixel LED Tape - 12v RGBW,Pixel LED Tape - 12v RGBW,LED Tape,description-rule
SRND Group Ltd,,2025-04-29,2025,,,De Opera Domotica B.V.,De Opera Domotica B.V.,Receive Money,Sales,Sales,228.93,1,0,De Opera Domotica B.V. - exchange rate increase,exchange rate increase,Sales,account
SRND Group Ltd,#SR241299,2026-02-25,2026,,,Dellicompagni,Dellicompagni,Receivable Invoice,SRND Store Sales,SRND Store Sales,12994.8,1,0,Dellicompagni - Dynamic 4 - 4-Way Masking Screen - (D#009JBHC),Dynamic 4 - 4-Way Masking Screen - (D#009JBHC),Masking screens,description-rule
SRND Group Ltd,#SR241317,2026-04-20,2026,,,Dellicompagni,Dellicompagni,Receivable Invoice,SRND Store Sales,SRND Store Sales,12994.8,1,0,Dellicompagni - Dynamic 4 - 4-Way Masking Screen - (D#99S8LN7),Dynamic 4 - 4-Way Masking Screen - (D#99S8LN7),Masking screens,description-rule
SRND Group Ltd,#SR241313,2026-04-13,2026,,,Desisti Asia Pte. Ltd.,Desisti Asia Pte. Ltd.,Receivable Invoice,SRND Store Sales,SRND Store Sales,28284.0,1,0,Desisti Asia Pte. Ltd. - DYN4XL-5960-1.86-IS-ATS-XL - Luxury Black Fabric for the masks,DYN4XL-5960-1.86-IS-ATS-XL - Luxury Black Fabric for the masks,Masking screens,description-rule
SRND Group Ltd,#SR241138,2025-02-11,2025,,,DIFUSIONA SL,DIFUSIONA SL,Receivable Invoice,Sales - Materials - LED Tape,LED Tape,32153.8,1,0,DIFUSIONA SL - LW-3032-PI-S-O-1-LED12P As specified in Riog Arena SRND LTD Proposal - Difusiona V6,LW-3032-PI-S-O-1-LED12P As specified in Riog Arena SRND LTD Proposal - Difusiona V6,LED Tape,account
